Month,Count,Visa,Citizenship
2007-05-01,28.0,Visitor,Australia
2007-06-01,32.0,Visitor,Australia
2007-07-01,25.0,Visitor,Australia
2007-08-01,31.0,Visitor,Australia
2007-09-01,37.0,Visitor,Australia
2007-10-01,20.0,Visitor,Australia
2007-11-01,30.0,Visitor,Australia
2007-12-01,49.0,Visitor,Australia
2008-01-01,42.0,Visitor,Australia
2008-02-01,34.0,Visitor,Australia
2008-03-01,41.0,Visitor,Australia
2008-04-01,30.0,Visitor,Australia
2008-05-01,24.0,Visitor,Australia
2008-06-01,23.0,Visitor,Australia
2008-07-01,25.0,Visitor,Australia
2008-08-01,27.0,Visitor,Australia
2008-09-01,25.0,Visitor,Australia
2008-10-01,23.0,Visitor,Australia
2008-11-01,41.0,Visitor,Australia
2008-12-01,54.0,Visitor,Australia
2009-01-01,44.0,Visitor,Australia
2009-02-01,39.0,Visitor,Australia
2009-03-01,27.0,Visitor,Australia
2009-04-01,33.0,Visitor,Australia
2009-05-01,38.0,Visitor,Australia
2009-06-01,44.0,Visitor,Australia
2009-07-01,55.0,Visitor,Australia
2009-08-01,34.0,Visitor,Australia
2009-09-01,29.0,Visitor,Australia
2009-10-01,27.0,Visitor,Australia
2009-11-01,38.0,Visitor,Australia
2009-12-01,64.0,Visitor,Australia
2010-01-01,46.0,Visitor,Australia
2010-02-01,48.0,Visitor,Australia
2010-03-01,49.0,Visitor,Australia
2010-04-01,40.0,Visitor,Australia
2010-05-01,27.0,Visitor,Australia
2010-06-01,51.0,Visitor,Australia
2010-07-01,42.0,Visitor,Australia
2010-08-01,19.0,Visitor,Australia
2010-09-01,46.0,Visitor,Australia
2010-10-01,35.0,Visitor,Australia
2010-11-01,38.0,Visitor,Australia
2010-12-01,43.0,Visitor,Australia
2011-01-01,42.0,Visitor,Australia
2011-02-01,42.0,Visitor,Australia
2011-03-01,40.0,Visitor,Australia
2011-04-01,30.0,Visitor,Australia
2011-05-01,32.0,Visitor,Australia
2011-06-01,36.0,Visitor,Australia
2011-07-01,32.0,Visitor,Australia
2011-08-01,30.0,Visitor,Australia
2011-09-01,56.0,Visitor,Australia
2011-10-01,45.0,Visitor,Australia
2011-11-01,48.0,Visitor,Australia
2011-12-01,37.0,Visitor,Australia
2012-01-01,42.0,Visitor,Australia
2012-02-01,40.0,Visitor,Australia
2012-03-01,40.0,Visitor,Australia
2012-04-01,30.0,Visitor,Australia
2012-05-01,19.0,Visitor,Australia
2012-06-01,32.0,Visitor,Australia
2012-07-01,35.0,Visitor,Australia
2012-08-01,29.0,Visitor,Australia
2012-09-01,40.0,Visitor,Australia
2012-10-01,25.0,Visitor,Australia
2012-11-01,39.0,Visitor,Australia
2012-12-01,66.0,Visitor,Australia
2013-01-01,42.0,Visitor,Australia
2013-02-01,34.0,Visitor,Australia
2013-03-01,46.0,Visitor,Australia
2013-04-01,35.0,Visitor,Australia
2013-05-01,34.0,Visitor,Australia
2013-06-01,22.0,Visitor,Australia
2013-07-01,35.0,Visitor,Australia
2013-08-01,36.0,Visitor,Australia
2013-09-01,42.0,Visitor,Australia
2013-10-01,31.0,Visitor,Australia
2013-11-01,51.0,Visitor,Australia
2013-12-01,58.0,Visitor,Australia
2014-01-01,52.0,Visitor,Australia
2014-02-01,33.0,Visitor,Australia
2014-03-01,48.0,Visitor,Australia
2014-04-01,39.0,Visitor,Australia
2014-05-01,37.0,Visitor,Australia
2014-06-01,46.0,Visitor,Australia
2014-07-01,31.0,Visitor,Australia
2014-08-01,37.0,Visitor,Australia
2014-09-01,36.0,Visitor,Australia
2014-10-01,51.0,Visitor,Australia
2014-11-01,45.0,Visitor,Australia
2014-12-01,57.0,Visitor,Australia
2015-01-01,67.0,Visitor,Australia
2015-02-01,51.0,Visitor,Australia
2015-03-01,42.0,Visitor,Australia
2015-04-01,46.0,Visitor,Australia
2015-05-01,48.0,Visitor,Australia
2015-06-01,28.0,Visitor,Australia
2015-07-01,45.0,Visitor,Australia
2015-08-01,32.0,Visitor,Australia
2015-09-01,37.0,Visitor,Australia
2015-10-01,34.0,Visitor,Australia
2015-11-01,50.0,Visitor,Australia
2015-12-01,52.0,Visitor,Australia
2016-01-01,36.0,Visitor,Australia
2016-02-01,48.0,Visitor,Australia
2016-03-01,51.0,Visitor,Australia
2016-04-01,46.0,Visitor,Australia
2016-05-01,46.0,Visitor,Australia
2016-06-01,38.0,Visitor,Australia
2016-07-01,40.0,Visitor,Australia
2016-08-01,40.0,Visitor,Australia
2016-09-01,46.0,Visitor,Australia
2016-10-01,46.0,Visitor,Australia
2016-11-01,49.0,Visitor,Australia
2016-12-01,50.0,Visitor,Australia
2017-01-01,37.0,Visitor,Australia
2017-02-01,29.0,Visitor,Australia
2017-03-01,32.0,Visitor,Australia
2017-04-01,43.0,Visitor,Australia
2017-05-01,35.0,Visitor,Australia
2017-06-01,39.0,Visitor,Australia
2017-07-01,35.0,Visitor,Australia
2017-08-01,33.0,Visitor,Australia
2017-09-01,53.0,Visitor,Australia
2017-10-01,36.0,Visitor,Australia
2017-11-01,55.0,Visitor,Australia
2017-12-01,61.0,Visitor,Australia
2018-01-01,44.0,Visitor,Australia
2018-02-01,32.0,Visitor,Australia
2018-03-01,43.0,Visitor,Australia
2018-04-01,40.0,Visitor,Australia
2018-05-01,37.0,Visitor,Australia
2018-06-01,39.0,Visitor,Australia
2018-07-01,27.0,Visitor,Australia
2018-08-01,38.0,Visitor,Australia
2018-09-01,52.0,Visitor,Australia
2018-10-01,43.0,Visitor,Australia
2018-11-01,52.0,Visitor,Australia
2018-12-01,52.0,Visitor,Australia
2019-01-01,56.0,Visitor,Australia
2019-02-01,46.0,Visitor,Australia
2019-03-01,49.0,Visitor,Australia
2019-04-01,50.0,Visitor,Australia
2019-05-01,53.0,Visitor,Australia
2019-06-01,55.0,Visitor,Australia
2019-07-01,43.0,Visitor,Australia
2019-08-01,45.0,Visitor,Australia
2019-09-01,57.0,Visitor,Australia
2019-10-01,68.0,Visitor,Australia
2019-11-01,75.0,Visitor,Australia
2019-12-01,79.0,Visitor,Australia
2020-01-01,90.0,Visitor,Australia
2020-02-01,83.0,Visitor,Australia
2020-03-01,133.0,Visitor,Australia
2020-04-01,2.0,Visitor,Australia
2020-05-01,8.0,Visitor,Australia
2020-06-01,18.0,Visitor,Australia
2020-07-01,12.0,Visitor,Australia
2020-08-01,22.0,Visitor,Australia
2020-09-01,20.0,Visitor,Australia
2020-10-01,27.0,Visitor,Australia
2020-11-01,26.0,Visitor,Australia
2020-12-01,29.0,Visitor,Australia
2021-01-01,25.0,Visitor,Australia
2021-02-01,15.0,Visitor,Australia
2021-03-01,36.0,Visitor,Australia
2021-04-01,64.0,Visitor,Australia
2021-05-01,45.0,Visitor,Australia
2021-06-01,57.0,Visitor,Australia
2021-07-01,28.0,Visitor,Australia
2021-08-01,9.0,Visitor,Australia
2021-09-01,5.0,Visitor,Australia
2021-10-01,20.0,Visitor,Australia
2021-11-01,16.0,Visitor,Australia
2021-12-01,32.0,Visitor,Australia
2022-01-01,12.0,Visitor,Australia
2022-02-01,9.0,Visitor,Australia
2022-03-01,26.0,Visitor,Australia
2022-04-01,34.0,Visitor,Australia
2022-05-01,51.0,Visitor,Australia
2022-06-01,46.0,Visitor,Australia
2022-07-01,53.0,Visitor,Australia
2022-08-01,42.0,Visitor,Australia
2022-09-01,21.0,Visitor,Australia
2022-10-01,39.0,Visitor,Australia
2022-11-01,43.0,Visitor,Australia
2022-12-01,59.0,Visitor,Australia
2023-01-01,41.0,Visitor,Australia
2023-02-01,44.0,Visitor,Australia
2023-03-01,36.0,Visitor,Australia
2023-04-01,32.0,Visitor,Australia
2023-05-01,37.0,Visitor,Australia
2023-06-01,34.0,Visitor,Australia
2023-07-01,37.0,Visitor,Australia
2023-08-01,30.0,Visitor,Australia
2023-09-01,33.0,Visitor,Australia
2023-10-01,31.0,Visitor,Australia
2023-11-01,23.0,Visitor,Australia
2023-12-01,37.0,Visitor,Australia
2024-01-01,40.0,Visitor,Australia
2024-02-01,32.0,Visitor,Australia
2024-03-01,39.0,Visitor,Australia
2024-04-01,37.0,Visitor,Australia
2024-05-01,29.0,Visitor,Australia
2024-06-01,27.0,Visitor,Australia
2024-07-01,31.0,Visitor,Australia
2024-08-01,33.0,Visitor,Australia
2024-09-01,25.0,Visitor,Australia
2024-10-01,35.0,Visitor,Australia
2024-11-01,29.0,Visitor,Australia
2024-12-01,38.0,Visitor,Australia
2025-01-01,40.0,Visitor,Australia
2025-02-01,35.0,Visitor,Australia
2025-03-01,29.0,Visitor,Australia
2025-04-01,36.0,Visitor,Australia
2025-05-01,46.0,Visitor,Australia
2025-06-01,38.0,Visitor,Australia
2025-07-01,33.0,Visitor,Australia
2025-08-01,38.0,Visitor,Australia
2025-09-01,38.0,Visitor,Australia
2025-10-01,36.0,Visitor,Australia
2025-11-01,44.0,Visitor,Australia
2025-12-01,55.0,Visitor,Australia
2026-01-01,43.0,Visitor,Australia
2026-02-01,36.0,Visitor,Australia
2026-03-01,55.0,Visitor,Australia
2001-01-01,0.0,Visitor,Canada
2001-02-01,0.0,Visitor,Canada
2001-03-01,0.0,Visitor,Canada
2001-04-01,0.0,Visitor,Canada
2001-05-01,0.0,Visitor,Canada
2001-06-01,0.0,Visitor,Canada
2001-07-01,0.0,Visitor,Canada
2001-08-01,0.0,Visitor,Canada
2001-09-01,0.0,Visitor,Canada
2001-10-01,0.0,Visitor,Canada
2001-11-01,0.0,Visitor,Canada
2001-12-01,0.0,Visitor,Canada
2002-01-01,0.0,Visitor,Canada
2002-02-01,0.0,Visitor,Canada
2002-03-01,0.0,Visitor,Canada
2002-04-01,0.0,Visitor,Canada
2002-05-01,0.0,Visitor,Canada
2002-06-01,0.0,Visitor,Canada
2002-07-01,0.0,Visitor,Canada
2002-08-01,0.0,Visitor,Canada
2002-09-01,0.0,Visitor,Canada
2002-10-01,0.0,Visitor,Canada
2002-11-01,0.0,Visitor,Canada
2002-12-01,0.0,Visitor,Canada
2003-01-01,0.0,Visitor,Canada
2003-02-01,0.0,Visitor,Canada
2003-03-01,0.0,Visitor,Canada
2003-04-01,0.0,Visitor,Canada
2003-05-01,0.0,Visitor,Canada
2003-06-01,0.0,Visitor,Canada
2003-07-01,20.0,Visitor,Canada
2003-08-01,19.0,Visitor,Canada
2003-09-01,22.0,Visitor,Canada
2003-10-01,34.0,Visitor,Canada
2003-11-01,45.0,Visitor,Canada
2003-12-01,47.0,Visitor,Canada
2004-01-01,45.0,Visitor,Canada
2004-02-01,27.0,Visitor,Canada
2004-03-01,26.0,Visitor,Canada
2004-04-01,17.0,Visitor,Canada
2004-05-01,14.0,Visitor,Canada
2004-06-01,20.0,Visitor,Canada
2004-07-01,28.0,Visitor,Canada
2004-08-01,16.0,Visitor,Canada
2004-09-01,34.0,Visitor,Canada
2004-10-01,34.0,Visitor,Canada
2004-11-01,47.0,Visitor,Canada
2004-12-01,34.0,Visitor,Canada
2005-01-01,53.0,Visitor,Canada
2005-02-01,40.0,Visitor,Canada
2005-03-01,34.0,Visitor,Canada
2005-04-01,37.0,Visitor,Canada
2005-05-01,16.0,Visitor,Canada
2005-06-01,22.0,Visitor,Canada
2005-07-01,20.0,Visitor,Canada
2005-08-01,22.0,Visitor,Canada
2005-09-01,33.0,Visitor,Canada
2005-10-01,24.0,Visitor,Canada
2005-11-01,37.0,Visitor,Canada
2005-12-01,29.0,Visitor,Canada
2006-01-01,38.0,Visitor,Canada
2006-02-01,37.0,Visitor,Canada
2006-03-01,36.0,Visitor,Canada
2006-04-01,20.0,Visitor,Canada
2006-05-01,12.0,Visitor,Canada
2006-06-01,26.0,Visitor,Canada
2006-07-01,37.0,Visitor,Canada
2006-08-01,18.0,Visitor,Canada
2006-09-01,24.0,Visitor,Canada
2006-10-01,29.0,Visitor,Canada
2006-11-01,32.0,Visitor,Canada
2006-12-01,19.0,Visitor,Canada
2007-01-01,43.0,Visitor,Canada
2007-02-01,21.0,Visitor,Canada
2007-03-01,26.0,Visitor,Canada
2007-04-01,8.0,Visitor,Canada
2007-05-01,14.0,Visitor,Canada
2007-06-01,16.0,Visitor,Canada
2007-07-01,20.0,Visitor,Canada
2007-08-01,13.0,Visitor,Canada
2007-09-01,34.0,Visitor,Canada
2007-10-01,32.0,Visitor,Canada
2007-11-01,32.0,Visitor,Canada
2007-12-01,31.0,Visitor,Canada
2008-01-01,39.0,Visitor,Canada
2008-02-01,25.0,Visitor,Canada
2008-03-01,22.0,Visitor,Canada
2008-04-01,22.0,Visitor,Canada
2008-05-01,17.0,Visitor,Canada
2008-06-01,15.0,Visitor,Canada
2008-07-01,25.0,Visitor,Canada
2008-08-01,22.0,Visitor,Canada
2008-09-01,27.0,Visitor,Canada
2008-10-01,17.0,Visitor,Canada
2008-11-01,46.0,Visitor,Canada
2008-12-01,35.0,Visitor,Canada
2009-01-01,39.0,Visitor,Canada
2009-02-01,19.0,Visitor,Canada
2009-03-01,17.0,Visitor,Canada
2009-04-01,9.0,Visitor,Canada
2009-05-01,12.0,Visitor,Canada
2009-06-01,12.0,Visitor,Canada
2009-07-01,20.0,Visitor,Canada
2009-08-01,14.0,Visitor,Canada
2009-09-01,18.0,Visitor,Canada
2009-10-01,14.0,Visitor,Canada
2009-11-01,28.0,Visitor,Canada
2009-12-01,21.0,Visitor,Canada
2010-01-01,27.0,Visitor,Canada
2010-02-01,25.0,Visitor,Canada
2010-03-01,19.0,Visitor,Canada
2010-04-01,11.0,Visitor,Canada
2010-05-01,19.0,Visitor,Canada
2010-06-01,13.0,Visitor,Canada
2010-07-01,15.0,Visitor,Canada
2010-08-01,15.0,Visitor,Canada
2010-09-01,14.0,Visitor,Canada
2010-10-01,13.0,Visitor,Canada
2010-11-01,30.0,Visitor,Canada
2010-12-01,31.0,Visitor,Canada
2011-01-01,38.0,Visitor,Canada
2011-02-01,34.0,Visitor,Canada
2011-03-01,14.0,Visitor,Canada
2011-04-01,15.0,Visitor,Canada
2011-05-01,7.0,Visitor,Canada
2011-06-01,14.0,Visitor,Canada
2011-07-01,21.0,Visitor,Canada
2011-08-01,11.0,Visitor,Canada
2011-09-01,24.0,Visitor,Canada
2011-10-01,27.0,Visitor,Canada
2011-11-01,39.0,Visitor,Canada
2011-12-01,43.0,Visitor,Canada
2012-01-01,45.0,Visitor,Canada
2012-02-01,33.0,Visitor,Canada
2012-03-01,43.0,Visitor,Canada
2012-04-01,12.0,Visitor,Canada
2012-05-01,11.0,Visitor,Canada
2012-06-01,21.0,Visitor,Canada
2012-07-01,20.0,Visitor,Canada
2012-08-01,18.0,Visitor,Canada
2012-09-01,12.0,Visitor,Canada
2012-10-01,21.0,Visitor,Canada
2012-11-01,20.0,Visitor,Canada
2012-12-01,33.0,Visitor,Canada
2013-01-01,32.0,Visitor,Canada
2013-02-01,23.0,Visitor,Canada
2013-03-01,21.0,Visitor,Canada
2013-04-01,21.0,Visitor,Canada
2013-05-01,15.0,Visitor,Canada
2013-06-01,14.0,Visitor,Canada
2013-07-01,14.0,Visitor,Canada
2013-08-01,6.0,Visitor,Canada
2013-09-01,35.0,Visitor,Canada
2013-10-01,25.0,Visitor,Canada
2013-11-01,19.0,Visitor,Canada
2013-12-01,32.0,Visitor,Canada
2014-01-01,31.0,Visitor,Canada
2014-02-01,28.0,Visitor,Canada
2014-03-01,15.0,Visitor,Canada
2014-04-01,7.0,Visitor,Canada
2014-05-01,9.0,Visitor,Canada
2014-06-01,20.0,Visitor,Canada
2014-07-01,8.0,Visitor,Canada
2014-08-01,10.0,Visitor,Canada
2014-09-01,26.0,Visitor,Canada
2014-10-01,14.0,Visitor,Canada
2014-11-01,30.0,Visitor,Canada
2014-12-01,23.0,Visitor,Canada
2015-01-01,15.0,Visitor,Canada
2015-02-01,19.0,Visitor,Canada
2015-03-01,19.0,Visitor,Canada
2015-04-01,13.0,Visitor,Canada
2015-05-01,16.0,Visitor,Canada
2015-06-01,20.0,Visitor,Canada
2015-07-01,15.0,Visitor,Canada
2015-08-01,24.0,Visitor,Canada
2015-09-01,29.0,Visitor,Canada
2015-10-01,19.0,Visitor,Canada
2015-11-01,24.0,Visitor,Canada
2015-12-01,37.0,Visitor,Canada
2016-01-01,27.0,Visitor,Canada
2016-02-01,24.0,Visitor,Canada
2016-03-01,20.0,Visitor,Canada
2016-04-01,17.0,Visitor,Canada
2016-05-01,26.0,Visitor,Canada
2016-06-01,19.0,Visitor,Canada
2016-07-01,11.0,Visitor,Canada
2016-08-01,15.0,Visitor,Canada
2016-09-01,19.0,Visitor,Canada
2016-10-01,22.0,Visitor,Canada
2016-11-01,26.0,Visitor,Canada
2016-12-01,36.0,Visitor,Canada
2017-01-01,25.0,Visitor,Canada
2017-02-01,37.0,Visitor,Canada
2017-03-01,20.0,Visitor,Canada
2017-04-01,13.0,Visitor,Canada
2017-05-01,20.0,Visitor,Canada
2017-06-01,15.0,Visitor,Canada
2017-07-01,13.0,Visitor,Canada
2017-08-01,11.0,Visitor,Canada
2017-09-01,21.0,Visitor,Canada
2017-10-01,21.0,Visitor,Canada
2017-11-01,31.0,Visitor,Canada
2017-12-01,53.0,Visitor,Canada
2018-01-01,24.0,Visitor,Canada
2018-02-01,20.0,Visitor,Canada
2018-03-01,10.0,Visitor,Canada
2018-04-01,10.0,Visitor,Canada
2018-05-01,11.0,Visitor,Canada
2018-06-01,13.0,Visitor,Canada
2018-07-01,30.0,Visitor,Canada
2018-08-01,15.0,Visitor,Canada
2018-09-01,27.0,Visitor,Canada
2018-10-01,25.0,Visitor,Canada
2018-11-01,33.0,Visitor,Canada
2018-12-01,42.0,Visitor,Canada
2019-01-01,21.0,Visitor,Canada
2019-02-01,30.0,Visitor,Canada
2019-03-01,38.0,Visitor,Canada
2019-04-01,22.0,Visitor,Canada
2019-05-01,15.0,Visitor,Canada
2019-06-01,19.0,Visitor,Canada
2019-07-01,16.0,Visitor,Canada
2019-08-01,25.0,Visitor,Canada
2019-09-01,25.0,Visitor,Canada
2019-10-01,48.0,Visitor,Canada
2019-11-01,50.0,Visitor,Canada
2019-12-01,73.0,Visitor,Canada
2020-01-01,80.0,Visitor,Canada
2020-02-01,46.0,Visitor,Canada
2020-03-01,40.0,Visitor,Canada
2020-04-01,2.0,Visitor,Canada
2020-05-01,0.0,Visitor,Canada
2020-06-01,8.0,Visitor,Canada
2020-07-01,6.0,Visitor,Canada
2020-08-01,16.0,Visitor,Canada
2020-09-01,21.0,Visitor,Canada
2020-10-01,20.0,Visitor,Canada
2020-11-01,19.0,Visitor,Canada
2020-12-01,17.0,Visitor,Canada
2021-01-01,24.0,Visitor,Canada
2021-02-01,39.0,Visitor,Canada
2021-03-01,22.0,Visitor,Canada
2021-04-01,18.0,Visitor,Canada
2021-05-01,14.0,Visitor,Canada
2021-06-01,18.0,Visitor,Canada
2021-07-01,8.0,Visitor,Canada
2021-08-01,9.0,Visitor,Canada
2021-09-01,21.0,Visitor,Canada
2021-10-01,15.0,Visitor,Canada
2021-11-01,14.0,Visitor,Canada
2021-12-01,14.0,Visitor,Canada
2022-01-01,15.0,Visitor,Canada
2022-02-01,18.0,Visitor,Canada
2022-03-01,21.0,Visitor,Canada
2022-04-01,12.0,Visitor,Canada
2022-05-01,28.0,Visitor,Canada
2022-06-01,35.0,Visitor,Canada
2022-07-01,26.0,Visitor,Canada
2022-08-01,25.0,Visitor,Canada
2022-09-01,23.0,Visitor,Canada
2022-10-01,28.0,Visitor,Canada
2022-11-01,46.0,Visitor,Canada
2022-12-01,40.0,Visitor,Canada
2023-01-01,165.0,Visitor,Canada
2023-02-01,45.0,Visitor,Canada
2023-03-01,37.0,Visitor,Canada
2023-04-01,23.0,Visitor,Canada
2023-05-01,33.0,Visitor,Canada
2023-06-01,25.0,Visitor,Canada
2023-07-01,15.0,Visitor,Canada
2023-08-01,27.0,Visitor,Canada
2023-09-01,21.0,Visitor,Canada
2023-10-01,28.0,Visitor,Canada
2023-11-01,26.0,Visitor,Canada
2023-12-01,35.0,Visitor,Canada
2024-01-01,28.0,Visitor,Canada
2024-02-01,32.0,Visitor,Canada
2024-03-01,34.0,Visitor,Canada
2024-04-01,14.0,Visitor,Canada
2024-05-01,25.0,Visitor,Canada
2024-06-01,17.0,Visitor,Canada
2024-07-01,16.0,Visitor,Canada
2024-08-01,18.0,Visitor,Canada
2024-09-01,19.0,Visitor,Canada
2024-10-01,23.0,Visitor,Canada
2024-11-01,36.0,Visitor,Canada
2024-12-01,33.0,Visitor,Canada
2025-01-01,34.0,Visitor,Canada
2025-02-01,27.0,Visitor,Canada
2025-03-01,18.0,Visitor,Canada
2025-04-01,22.0,Visitor,Canada
2025-05-01,25.0,Visitor,Canada
2025-06-01,15.0,Visitor,Canada
2025-07-01,22.0,Visitor,Canada
2025-08-01,23.0,Visitor,Canada
2025-09-01,24.0,Visitor,Canada
2025-10-01,31.0,Visitor,Canada
2025-11-01,52.0,Visitor,Canada
2025-12-01,40.0,Visitor,Canada
2026-01-01,36.0,Visitor,Canada
2026-02-01,35.0,Visitor,Canada
2026-03-01,46.0,Visitor,Canada
2001-01-01,0.0,Visitor,"China, People's Republic of"
2001-02-01,0.0,Visitor,"China, People's Republic of"
2001-03-01,0.0,Visitor,"China, People's Republic of"
2001-04-01,0.0,Visitor,"China, People's Republic of"
2001-05-01,0.0,Visitor,"China, People's Republic of"
2001-06-01,0.0,Visitor,"China, People's Republic of"
2001-07-01,0.0,Visitor,"China, People's Republic of"
2001-08-01,0.0,Visitor,"China, People's Republic of"
2001-09-01,0.0,Visitor,"China, People's Republic of"
2001-10-01,0.0,Visitor,"China, People's Republic of"
2001-11-01,0.0,Visitor,"China, People's Republic of"
2001-12-01,0.0,Visitor,"China, People's Republic of"
2002-01-01,0.0,Visitor,"China, People's Republic of"
2002-02-01,0.0,Visitor,"China, People's Republic of"
2002-03-01,0.0,Visitor,"China, People's Republic of"
2002-04-01,0.0,Visitor,"China, People's Republic of"
2002-05-01,0.0,Visitor,"China, People's Republic of"
2002-06-01,0.0,Visitor,"China, People's Republic of"
2002-07-01,0.0,Visitor,"China, People's Republic of"
2002-08-01,0.0,Visitor,"China, People's Republic of"
2002-09-01,0.0,Visitor,"China, People's Republic of"
2002-10-01,0.0,Visitor,"China, People's Republic of"
2002-11-01,0.0,Visitor,"China, People's Republic of"
2002-12-01,0.0,Visitor,"China, People's Republic of"
2003-01-01,0.0,Visitor,"China, People's Republic of"
2003-02-01,0.0,Visitor,"China, People's Republic of"
2003-03-01,0.0,Visitor,"China, People's Republic of"
2003-04-01,0.0,Visitor,"China, People's Republic of"
2003-05-01,0.0,Visitor,"China, People's Republic of"
2003-06-01,0.0,Visitor,"China, People's Republic of"
2003-07-01,74.0,Visitor,"China, People's Republic of"
2003-08-01,84.0,Visitor,"China, People's Republic of"
2003-09-01,89.0,Visitor,"China, People's Republic of"
2003-10-01,87.0,Visitor,"China, People's Republic of"
2003-11-01,121.0,Visitor,"China, People's Republic of"
2003-12-01,63.0,Visitor,"China, People's Republic of"
2004-01-01,87.0,Visitor,"China, People's Republic of"
2004-02-01,76.0,Visitor,"China, People's Republic of"
2004-03-01,67.0,Visitor,"China, People's Republic of"
2004-04-01,71.0,Visitor,"China, People's Republic of"
2004-05-01,59.0,Visitor,"China, People's Republic of"
2004-06-01,67.0,Visitor,"China, People's Republic of"
2004-07-01,79.0,Visitor,"China, People's Republic of"
2004-08-01,85.0,Visitor,"China, People's Republic of"
2004-09-01,100.0,Visitor,"China, People's Republic of"
2004-10-01,69.0,Visitor,"China, People's Republic of"
2004-11-01,74.0,Visitor,"China, People's Republic of"
2004-12-01,70.0,Visitor,"China, People's Republic of"
2005-01-01,80.0,Visitor,"China, People's Republic of"
2005-02-01,68.0,Visitor,"China, People's Republic of"
2005-03-01,83.0,Visitor,"China, People's Republic of"
2005-04-01,52.0,Visitor,"China, People's Republic of"
2005-05-01,74.0,Visitor,"China, People's Republic of"
2005-06-01,79.0,Visitor,"China, People's Republic of"
2005-07-01,72.0,Visitor,"China, People's Republic of"
2005-08-01,104.0,Visitor,"China, People's Republic of"
2005-09-01,95.0,Visitor,"China, People's Republic of"
2005-10-01,72.0,Visitor,"China, People's Republic of"
2005-11-01,72.0,Visitor,"China, People's Republic of"
2005-12-01,84.0,Visitor,"China, People's Republic of"
2006-01-01,83.0,Visitor,"China, People's Republic of"
2006-02-01,80.0,Visitor,"China, People's Republic of"
2006-03-01,90.0,Visitor,"China, People's Republic of"
2006-04-01,68.0,Visitor,"China, People's Republic of"
2006-05-01,63.0,Visitor,"China, People's Republic of"
2006-06-01,82.0,Visitor,"China, People's Republic of"
2006-07-01,98.0,Visitor,"China, People's Republic of"
2006-08-01,108.0,Visitor,"China, People's Republic of"
2006-09-01,87.0,Visitor,"China, People's Republic of"
2006-10-01,87.0,Visitor,"China, People's Republic of"
2006-11-01,101.0,Visitor,"China, People's Republic of"
2006-12-01,92.0,Visitor,"China, People's Republic of"
2007-01-01,83.0,Visitor,"China, People's Republic of"
2007-02-01,65.0,Visitor,"China, People's Republic of"
2007-03-01,101.0,Visitor,"China, People's Republic of"
2007-04-01,78.0,Visitor,"China, People's Republic of"
2007-05-01,68.0,Visitor,"China, People's Republic of"
2007-06-01,87.0,Visitor,"China, People's Republic of"
2007-07-01,76.0,Visitor,"China, People's Republic of"
2007-08-01,120.0,Visitor,"China, People's Republic of"
2007-09-01,88.0,Visitor,"China, People's Republic of"
2007-10-01,61.0,Visitor,"China, People's Republic of"
2007-11-01,71.0,Visitor,"China, People's Republic of"
2007-12-01,89.0,Visitor,"China, People's Republic of"
2008-01-01,69.0,Visitor,"China, People's Republic of"
2008-02-01,85.0,Visitor,"China, People's Republic of"
2008-03-01,117.0,Visitor,"China, People's Republic of"
2008-04-01,78.0,Visitor,"China, People's Republic of"
2008-05-01,83.0,Visitor,"China, People's Republic of"
2008-06-01,89.0,Visitor,"China, People's Republic of"
2008-07-01,116.0,Visitor,"China, People's Republic of"
2008-08-01,111.0,Visitor,"China, People's Republic of"
2008-09-01,87.0,Visitor,"China, People's Republic of"
2008-10-01,91.0,Visitor,"China, People's Republic of"
2008-11-01,100.0,Visitor,"China, People's Republic of"
2008-12-01,67.0,Visitor,"China, People's Republic of"
2009-01-01,74.0,Visitor,"China, People's Republic of"
2009-02-01,108.0,Visitor,"China, People's Republic of"
2009-03-01,104.0,Visitor,"China, People's Republic of"
2009-04-01,74.0,Visitor,"China, People's Republic of"
2009-05-01,81.0,Visitor,"China, People's Republic of"
2009-06-01,97.0,Visitor,"China, People's Republic of"
2009-07-01,110.0,Visitor,"China, People's Republic of"
2009-08-01,83.0,Visitor,"China, People's Republic of"
2009-09-01,108.0,Visitor,"China, People's Republic of"
2009-10-01,88.0,Visitor,"China, People's Republic of"
2009-11-01,94.0,Visitor,"China, People's Republic of"
2009-12-01,89.0,Visitor,"China, People's Republic of"
2010-01-01,88.0,Visitor,"China, People's Republic of"
2010-02-01,94.0,Visitor,"China, People's Republic of"
2010-03-01,132.0,Visitor,"China, People's Republic of"
2010-04-01,90.0,Visitor,"China, People's Republic of"
2010-05-01,93.0,Visitor,"China, People's Republic of"
2010-06-01,91.0,Visitor,"China, People's Republic of"
2010-07-01,90.0,Visitor,"China, People's Republic of"
2010-08-01,102.0,Visitor,"China, People's Republic of"
2010-09-01,96.0,Visitor,"China, People's Republic of"
2010-10-01,90.0,Visitor,"China, People's Republic of"
2010-11-01,85.0,Visitor,"China, People's Republic of"
2010-12-01,99.0,Visitor,"China, People's Republic of"
2011-01-01,119.0,Visitor,"China, People's Republic of"
2011-02-01,87.0,Visitor,"China, People's Republic of"
2011-03-01,132.0,Visitor,"China, People's Republic of"
2011-04-01,105.0,Visitor,"China, People's Republic of"
2011-05-01,106.0,Visitor,"China, People's Republic of"
